City,Datetime,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Ahmedabad,20-06-2015,10,17.92,,7.91,1.89,5.17,1.87,11.04,0.72,179
Ahmedabad,20-06-2015,11.17,18.77,,7.61,2.17,11,2.11,10.93,1.16,179
Ahmedabad,20-06-2015,11.51,18.87,,7.36,3.8,15,1.98,9.91,1.19,179
Ahmedabad,20-06-2015,13.05,20.41,,7.36,3.37,20.67,2.37,11.89,1.07,179
Ahmedabad,20-06-2015,13.37,20.82,,7.44,2.3,21.83,1.76,9.08,1.18,179
Ahmedabad,20-06-2015,11.89,18.69,,6.8,3.35,27.33,1.4,6.8,0.89,177
Ahmedabad,20-06-2015,14.96,22.06,,7.1,2.36,29.83,1.16,6.86,0.5,175
Ahmedabad,20-06-2015,13.58,20.48,,6.9,4.27,32,1.78,7.05,0.76,174
Ahmedabad,20-06-2015,11.99,18.89,,6.9,5.01,25.17,1.62,7.64,0.94,170
Ahmedabad,20-06-2015,15.06,22.69,,7.62,5.84,19,2.25,14.63,1.72,170
Ahmedabad,20-06-2015,15.53,22.9,,7.37,5.02,14.83,2.82,13.3,1.63,170
Ahmedabad,20-06-2015,12.34,20.08,,7.74,4.34,11,3.04,7.92,1.09,172
Ahmedabad,20-06-2015,14.32,22.86,,8.53,4.29,5.67,2.4,8.6,0.5,182
Ahmedabad,20-06-2015,13.25,24.69,,11.44,4.3,2.67,2.47,7.64,0.97,221
Ahmedabad,21-06-2015,10.75,18.81,,8.06,7.63,2.83,1.53,6.07,0.56,221
Ahmedabad,21-06-2015,9.77,16.72,,6.95,4.1,3.67,1.17,4.15,0.09,221
Ahmedabad,21-06-2015,9.06,15.92,,6.86,4.49,3.33,1.09,2.63,0,221
Ahmedabad,21-06-2015,8.18,14.32,,6.13,5.47,4.83,0.47,2.33,0,221
Ahmedabad,21-06-2015,7.49,14.3,,6.81,4.66,5.17,0.51,2.56,0,221
Ahmedabad,21-06-2015,7.38,13.77,,6.38,4.63,4.33,0.15,2.65,0,221
Ahmedabad,21-06-2015,8.25,15.57,,7.33,5.38,3.67,0.57,2.51,0,221
Ahmedabad,21-06-2015,10.2,18.63,,8.42,5.78,3.17,0.97,4.66,0.26,180
Ahmedabad,21-06-2015,9.49,16.98,,7.48,3.97,4.33,1.24,5.47,0.3,180
Ahmedabad,21-06-2015,9.66,17.36,,7.71,6.26,7,1.61,5.83,0,180
Ahmedabad,21-06-2015,10.36,17.8,,7.44,4.34,10.17,1.87,7.58,0.53,180
Ahmedabad,21-06-2015,10.2,17.72,,7.52,5.26,15.83,1.27,6.26,0.43,180
Ahmedabad,21-06-2015,10.79,17.93,,7.15,2.37,22.17,1.56,7.47,0.48,180
Ahmedabad,21-06-2015,10.17,17.28,,7.11,3.28,26.83,1.26,6.73,0.44,180
Ahmedabad,21-06-2015,11.71,18.3,,6.6,1.63,30.5,1.35,5.77,0.4,180
Ahmedabad,21-06-2015,12.06,18.93,,6.86,5.08,29,1.09,5.22,0.56,171
Ahmedabad,21-06-2015,12.93,18.51,,5.59,4.37,19.33,0.5,3.12,0,171
Ahmedabad,21-06-2015,15.49,22.26,,6.77,8.88,24.5,0.68,4.29,0,169
Ahmedabad,21-06-2015,12.32,18.94,,6.61,10.02,23,0.9,4.81,0.14,169
Ahmedabad,21-06-2015,12.56,19.69,,7.13,11.57,21.17,2.11,6.82,1,164
Ahmedabad,21-06-2015,11.24,18.64,,7.4,11.28,12.5,2.07,7.2,0.79,168
Ahmedabad,21-06-2015,12.63,20.36,,7.73,5.56,9,2.51,8.01,0.88,172
Ahmedabad,21-06-2015,11.32,19.04,,7.72,5.07,11,2.06,6.56,0.69,172
Ahmedabad,21-06-2015,10.66,18.51,,7.85,3.81,7.5,1.79,5.28,0.19,173
Ahmedabad,22-06-2015,9.79,17.08,,7.29,5.17,6.33,1.2,4.1,0,173
Ahmedabad,22-06-2015,8.09,14.6,,6.51,1.78,6,1.37,2.82,0,173
Ahmedabad,22-06-2015,7.48,13.85,,6.38,4.19,6.17,0.66,2.3,0,173
Ahmedabad,22-06-2015,7.45,14.19,,6.74,4.7,5.17,0.62,2.53,0,173
Ahmedabad,22-06-2015,7.54,13.78,,6.25,2.45,5.17,0.57,2.53,0,173
Ahmedabad,22-06-2015,7.51,14.49,,6.98,1.95,4.33,0.45,2.36,0,173
Ahmedabad,22-06-2015,9.1,15.71,,6.61,3.16,4,0.7,4.46,0,173
Ahmedabad,22-06-2015,8.49,15.78,,7.29,3.48,4.5,0.62,3.46,0,166
Ahmedabad,22-06-2015,9.58,16.74,,7.16,,4,0.94,3.77,0.09,166
Ahmedabad,22-06-2015,9.27,17.24,,7.96,5.71,4,1.28,4.61,0.09,174
Ahmedabad,22-06-2015,11.57,19.98,,8.41,4.12,9.67,2.29,8.65,0.55,180
Ahmedabad,22-06-2015,12.8,20.66,,7.86,4.46,16.67,3.25,13.36,1.41,180
Ahmedabad,22-06-2015,11.96,19.22,,7.26,1.02,19.17,2.39,12.7,1.51,180
Ahmedabad,22-06-2015,13.17,20.44,,7.27,1.81,22.33,2.38,11.71,1.32,180
Ahmedabad,22-06-2015,16.33,27.35,,11.02,1.65,21.17,2.09,11.56,1.31,215
Ahmedabad,22-06-2015,14.55,23.72,,9.17,4.62,14.17,1.4,8.64,0.88,215
Ahmedabad,22-06-2015,14.15,24.11,,9.96,0.35,13.83,1.56,8.24,1.04,215
Ahmedabad,22-06-2015,12.85,21.04,,8.19,,22.67,1.31,6.43,0.56,215
Ahmedabad,22-06-2015,13.12,21.88,,8.77,,15.67,1.52,6.13,0.94,215
Ahmedabad,22-06-2015,13.15,22.82,,9.67,,10.33,2.02,8.28,1.37,215
Ahmedabad,22-06-2015,12.71,21.56,,8.84,,10.83,2.22,11.79,1.61,215
Ahmedabad,22-06-2015,12.82,21.95,,9.13,5.95,9.5,2.06,11.05,1.35,215
Ahmedabad,22-06-2015,11.23,19.7,,8.46,13.57,9.33,1.89,8.65,0.88,200
Ahmedabad,22-06-2015,10.95,19.55,,8.61,7.82,8.67,1.12,5.56,0.11,200
Ahmedabad,23-06-2015,9.77,17.48,,7.71,9.03,11,0.75,3.79,0,196
Ahmedabad,23-06-2015,12.34,19.15,,6.81,7.97,12.17,0.43,2.75,0,196
Ahmedabad,23-06-2015,9.13,15.6,,6.47,7.19,12,0.07,1.49,0,196
Ahmedabad,23-06-2015,16.58,23.32,,6.75,4.81,2.17,0.48,2.86,0.11,189
Ahmedabad,23-06-2015,14.19,20.54,,6.35,6.05,0.5,0.56,3.09,0.25,189
Ahmedabad,23-06-2015,11.69,17.96,,6.28,5.48,1.5,0.76,3.51,0,183
Ahmedabad,23-06-2015,9.9,16.61,,6.71,4.39,2.67,1.08,3.08,0,183
Ahmedabad,23-06-2015,10.16,17.42,,7.27,3.62,2.33,1.05,2.53,0,171
Ahmedabad,23-06-2015,11.47,19.28,,7.81,3.86,2.67,1.42,4.92,0.37,173
Ahmedabad,23-06-2015,10.31,18.55,,8.24,3.8,3.5,1.6,6.44,0.4,178
Ahmedabad,23-06-2015,10.13,17.78,,7.65,2.85,5.33,1.99,7.73,0.66,178
Ahmedabad,23-06-2015,9.5,17.15,,7.66,3.08,9.67,2.15,11.24,1.24,178
Ahmedabad,23-06-2015,11.38,18.91,,7.53,3.48,13.33,1.93,9.07,0.84,178
Ahmedabad,23-06-2015,12.22,19.6,,7.38,7.2,14.67,2,9.39,1.23,178
Ahmedabad,23-06-2015,11.83,19.15,,7.32,4.67,14.5,1.71,9.71,0.71,178
Ahmedabad,23-06-2015,14.66,23.7,,9.04,4.9,13.83,1.52,9.02,1.24,188
Ahmedabad,23-06-2015,11.3,18.94,,7.65,4.76,13.33,1.6,8.22,1.15,188
Ahmedabad,23-06-2015,11.44,19.56,,8.12,7.22,12.5,1.86,9.57,1.76,188
Ahmedabad,23-06-2015,12.49,20.73,,8.23,5.51,7.33,2.45,11.62,2.86,188
Ahmedabad,23-06-2015,10.71,19.42,,8.71,5.87,4.83,2.35,12.88,2.54,188
Ahmedabad,23-06-2015,9.69,17.43,,7.74,6.12,5.33,1.95,10.35,1.37,188
Ahmedabad,23-06-2015,9.22,16.28,,7.05,3.45,3.83,1.59,7.32,0.91,188
Ahmedabad,23-06-2015,8.59,15.76,,7.18,1.68,4.5,1.35,6.18,0.67,188
Ahmedabad,23-06-2015,9.26,16.44,,7.19,2.85,3.67,0.93,3.74,0,184
Ahmedabad,24-06-2015,8.44,15.35,,6.91,2.84,3.67,0.77,2.85,0,184
Ahmedabad,24-06-2015,7.1,13.43,,6.33,2.09,4.17,0.43,2.07,0,184
Ahmedabad,24-06-2015,7.03,13.51,,6.47,0.94,5,0.15,1.45,0,184
Ahmedabad,24-06-2015,6.92,12.92,,6.01,8.67,4.5,0.14,1.02,0,172
Ahmedabad,24-06-2015,7.55,13.77,,6.22,10.73,4.33,0,0.92,0,165
Ahmedabad,24-06-2015,7.58,14.1,,6.51,6.64,4.83,0.07,1.1,0,165
Ahmedabad,24-06-2015,8.49,14.98,,6.49,8.34,5.17,0.5,1.15,0,165
Ahmedabad,24-06-2015,10.95,18.32,,7.37,8.08,4,0.63,1.7,0,167
Ahmedabad,24-06-2015,8.16,15.59,,7.42,6.09,4.33,0.78,2.69,0,168
Ahmedabad,24-06-2015,8.95,15.97,,7.02,7.72,4.83,0.78,3.1,0,168
Ahmedabad,24-06-2015,9.81,19.73,,9.92,14.03,4.83,1.06,4.71,0.41,199
Ahmedabad,24-06-2015,11.78,20.81,,9.03,12.93,5.5,1.52,8.43,1.05,199
Ahmedabad,24-06-2015,11.88,20.3,,8.42,10.39,8.5,1.87,11.65,2.14,199
Ahmedabad,24-06-2015,11.58,19.96,,8.38,11.26,8.83,1.56,8.27,1.2,199
Ahmedabad,24-06-2015,11.62,19.22,,7.6,14.07,8.33,1.8,9.51,1.05,199
Ahmedabad,24-06-2015,13.29,23.67,,10.38,14.31,6.67,2.85,9.75,3.1,205
Ahmedabad,24-06-2015,10.66,17.89,,7.23,15.14,6.17,3.74,11.67,1.42,205
Ahmedabad,24-06-2015,9.56,15.94,,6.37,14.79,7.17,1.36,6.31,0.54,205
Ahmedabad,24-06-2015,9.77,16.43,,6.66,18.93,6,1.58,54.34,0.72,205
Ahmedabad,24-06-2015,9.2,15.57,,6.37,18.21,8.17,2.02,37.47,0.56,205
Ahmedabad,24-06-2015,9.82,16.22,,6.4,16.59,7.33,1.62,35.66,0.88,205
Ahmedabad,24-06-2015,21.63,28.68,,7.05,13,4.83,2.08,37.8,1.86,205
Ahmedabad,24-06-2015,10.13,17.36,,7.23,13.14,2.17,2.11,24.45,1.61,205
Ahmedabad,24-06-2015,10.49,18.8,,8.31,11.66,2,1.75,15.55,0.89,179
Ahmedabad,25-06-2015,8.89,15.7,,6.81,11.18,2.33,1.12,3.93,0.55,179
Ahmedabad,25-06-2015,14.28,22.17,,7.9,13.6,2.33,0.84,2.46,0,179
Ahmedabad,25-06-2015,8.52,15.45,,6.94,14.04,2.17,1.02,2.08,0.34,179
Ahmedabad,25-06-2015,6.75,13.34,,6.59,15.38,2.5,0.98,2.08,0.63,179
Ahmedabad,25-06-2015,6.41,13.42,,7,18.89,1.83,1.54,2.05,0.33,179
Ahmedabad,25-06-2015,7.33,14.09,,6.76,21.33,1.17,1.21,1.95,0,179
Ahmedabad,25-06-2015,8.2,16.34,,8.13,21.23,1.33,1.48,1.79,0.21,179
Ahmedabad,25-06-2015,7.94,16.84,,8.89,18.96,1.83,1.82,2.44,0.08,186
Ahmedabad,25-06-2015,9.12,19.84,,10.72,19.93,1.33,1.93,3.83,0.14,210
Ahmedabad,25-06-2015,6.99,15.92,,8.93,7.41,2.17,2.18,4.56,0.67,210
Ahmedabad,25-06-2015,8.2,18.17,,9.97,3.31,2.33,1.83,6.71,0.9,210
Ahmedabad,25-06-2015,7.46,17.25,,9.8,0.12,3,2.18,9.29,1.03,210
Ahmedabad,25-06-2015,7.53,16.12,,8.59,0.12,3.33,2.14,11.42,0.94,210
Ahmedabad,25-06-2015,8.26,16.27,,8.02,,4.33,1.9,12.37,1.06,210
Ahmedabad,25-06-2015,8.15,17.12,,8.97,,5.33,1.69,9.17,0.71,210
Ahmedabad,25-06-2015,8.78,18.46,,9.68,9.34,4.83,2.15,5.69,0.45,210
Ahmedabad,25-06-2015,9.85,19.52,,9.67,12.75,6.17,3.44,7.27,0.65,200
Ahmedabad,25-06-2015,10.38,19.07,,8.69,12.79,6,1.61,6.2,0.94,200
Ahmedabad,25-06-2015,13.02,22.12,,9.1,12.5,5,2.05,8.16,1.19,198
Ahmedabad,25-06-2015,12.83,21.87,,9.04,11.75,2.83,3.03,11.03,1.86,196
Ahmedabad,25-06-2015,12.67,22.44,,9.77,12.47,3.67,3.82,14.71,2.09,197
Ahmedabad,25-06-2015,15.43,23.9,,8.47,12.04,3.67,3.1,11.78,1.27,197
Ahmedabad,25-06-2015,14.59,24.35,,9.76,10.15,2.5,2.6,8.68,1.14,197
Ahmedabad,25-06-2015,10.77,20.84,,10.07,10.91,1.5,1.77,6.62,0.59,201
Ahmedabad,26-06-2015,9.9,19.21,,9.31,11.3,1.83,1.67,5.62,0.48,201
Ahmedabad,26-06-2015,10.33,18.24,,7.91,8.68,2.33,0.98,5.46,0.33,201
Ahmedabad,26-06-2015,15.04,23.01,,7.97,7.21,2,0.71,2.5,0,201
Ahmedabad,26-06-2015,13.85,21.8,,7.96,9.07,1.67,1.05,2.63,0,201
Ahmedabad,26-06-2015,12.81,21.07,,8.26,8.9,2.83,2.27,2.8,0,201
Ahmedabad,26-06-2015,12.23,20.68,,8.45,8.29,1.83,2.21,3.17,0,201
Ahmedabad,26-06-2015,11.95,20.49,,8.54,6.97,2.17,1.35,2.73,0,201
Ahmedabad,26-06-2015,15.71,25.27,,9.56,8.96,6,1.25,2.23,0,194
Ahmedabad,26-06-2015,12.05,22.41,,10.36,8.28,1.67,1.94,3.52,0.4,205
Ahmedabad,26-06-2015,9.88,18.32,,8.44,7.8,2.67,2.01,3.86,0.39,205
Ahmedabad,26-06-2015,9.08,17.14,,8.05,7.46,3,1.48,4.1,0.3,205
Ahmedabad,26-06-2015,9.05,17.13,,8.07,9.98,4.17,1.89,5.64,0.64,205
Ahmedabad,26-06-2015,10.38,19.79,,9.41,6.64,5.17,3.07,8.22,0.81,205
Ahmedabad,26-06-2015,9.23,17.69,,8.46,6.7,6.5,2.08,6.18,0.71,205
Ahmedabad,26-06-2015,10.09,18.44,,8.35,7.38,8,1.98,6.4,0.89,205
Ahmedabad,26-06-2015,10.71,18.88,,8.18,11.83,8.83,1.38,4.9,0.37,205
Ahmedabad,26-06-2015,12.23,19.76,,7.54,14.01,11.17,1.27,4.68,0.21,193
Ahmedabad,26-06-2015,27.16,33.82,,6.67,17.34,14.33,1.48,6.76,0.82,193
Ahmedabad,26-06-2015,26.93,33.67,,6.74,11.54,13,1.8,9.08,1.31,193
Ahmedabad,26-06-2015,18.35,26.44,,8.09,9.65,8.5,1.96,12.99,1.53,193
Ahmedabad,26-06-2015,9.33,18.87,,9.54,30.87,2.67,2.25,15.42,1.58,194
Ahmedabad,26-06-2015,9.89,18.91,,9.02,16.15,3.17,2.18,11.93,1.32,194
Ahmedabad,26-06-2015,9.81,18.07,,8.26,15.17,3.17,2.06,10.91,0.97,194
Ahmedabad,26-06-2015,10.87,23.59,,12.72,15.94,2.33,1.84,6.49,0.69,239
Ahmedabad,27-06-2015,10.98,20.19,,9.22,14,1.67,1.55,5.12,0.19,239
Ahmedabad,27-06-2015,9.71,19.28,,9.57,14.52,1.67,2.09,3.28,0,239
Ahmedabad,27-06-2015,8.87,16.49,,7.62,14.01,1.83,2.69,2.56,0,239
Ahmedabad,27-06-2015,8.83,16.6,,7.76,12.5,1.83,1.85,1.96,0,239
Ahmedabad,27-06-2015,10.01,17.28,,7.27,13.03,1.5,1.37,1.84,0,239
Ahmedabad,27-06-2015,9.47,18.97,,9.5,13.23,1,1.75,2.57,0,239
Ahmedabad,27-06-2015,9.37,20.21,,10.84,12.23,1.5,2.4,3.48,0,239
Ahmedabad,27-06-2015,9.91,23.78,,13.87,12.22,1.67,1.9,4.24,0,255
Ahmedabad,27-06-2015,9.37,20.91,,11.54,11.97,2.5,2.08,4.76,0.21,255
Ahmedabad,27-06-2015,8.03,18.67,,10.64,14.05,2,2.24,4.31,0.09,255
Ahmedabad,27-06-2015,7.75,18.13,,10.38,15.05,3,1.95,5.19,0.35,255
Ahmedabad,27-06-2015,8.16,17,,8.84,16.44,5,2.71,5.25,0.32,255
Ahmedabad,27-06-2015,8.68,17.16,,8.48,17.91,6.17,2.8,6.42,0.81,255
Ahmedabad,27-06-2015,8.77,16.62,,7.86,16.62,9,1.8,7.41,0.7,255
Ahmedabad,27-06-2015,9.73,18.16,,8.44,18.1,10.33,1.53,5.98,0.61,255
Ahmedabad,27-06-2015,10.72,18.89,,8.17,7.81,12,1.12,4.2,0.24,222
Ahmedabad,27-06-2015,11.51,21.38,,9.87,5.51,14.5,1.87,4.42,0.32,209
Ahmedabad,27-06-2015,10.22,17.43,,7.2,1.93,19.5,1.74,5.43,0.33,205
Ahmedabad,27-06-2015,11.66,19.89,,8.23,1.27,16.67,1.31,6.2,0.25,198
Ahmedabad,27-06-2015,11.65,19.66,,8.01,4.06,14.5,1.54,9.3,0.83,198
Ahmedabad,27-06-2015,11.16,20.19,,9.03,4.81,10.33,1.81,11.03,1.4,198
Ahmedabad,27-06-2015,10.98,19.63,,8.66,14.1,6.83,2.02,11.33,1.27,198
Ahmedabad,27-06-2015,9.71,18.29,,8.58,20.32,5.67,1.61,8.74,0.68,198
Ahmedabad,27-06-2015,10.71,20.7,,9.99,19.64,4,1.15,6.19,0.34,200
Ahmedabad,28-06-2015,10.48,18.58,,8.1,19.05,4.17,1.51,3.63,0.19,200
Ahmedabad,28-06-2015,9.05,16.94,,7.89,18.99,3.33,1.51,2.3,0,200
Ahmedabad,28-06-2015,8.94,16.2,,7.27,17.11,3,0.77,1.76,0,200
Ahmedabad,28-06-2015,10.06,18.14,,8.08,6.74,1.67,1.43,1.9,0,200
Ahmedabad,28-06-2015,9.65,17.26,,7.61,4.19,1.67,1.22,2.2,0,200
Ahmedabad,28-06-2015,8.31,15.37,,7.07,3.55,1.67,2.09,1.94,0,200
Ahmedabad,28-06-2015,9,17.1,,8.1,4.12,1.5,1.41,1.67,0,200
Ahmedabad,28-06-2015,8.3,16.5,,8.19,3.94,2,1.4,2.67,0,177
Ahmedabad,28-06-2015,8.84,19.39,,10.55,3.01,1.83,2.54,3.25,0,208
Ahmedabad,28-06-2015,7.29,16.06,,8.76,11.67,3,2.22,4.42,0,208
Ahmedabad,28-06-2015,7.54,16.84,,9.31,16.03,4,1.33,4.69,0,208
Ahmedabad,28-06-2015,8.53,16.84,,8.31,15.95,5.67,1.52,4.39,0.44,208
Ahmedabad,28-06-2015,8.23,16.06,,7.84,15.07,7.33,1.8,4.16,0.13,208
Ahmedabad,28-06-2015,7.88,15.36,,7.48,15.78,10.17,1.28,4.71,0.08,208
Ahmedabad,28-06-2015,8.85,16.44,,7.6,16.4,11.17,0.85,5.44,0,208
Ahmedabad,28-06-2015,10.16,17.84,,7.68,17.46,14.83,0.97,3.96,0.18,208
Ahmedabad,28-06-2015,9.31,16.53,,7.21,20.32,16.33,0.76,3.09,0,191
Ahmedabad,28-06-2015,9.16,16.04,,6.89,21.5,17.67,0.61,2.89,0,191
Ahmedabad,28-06-2015,9.73,17.25,,7.52,21.22,18.33,0.62,3.46,0,179
Ahmedabad,28-06-2015,12.43,20.77,,8.34,21.05,14.67,0.9,5.35,0.28,179
Ahmedabad,28-06-2015,12.08,20.12,,8.04,20.1,11.17,1.36,7.69,0.46,179
Ahmedabad,28-06-2015,10.9,19.38,,8.48,13.61,7,1.62,7.65,0.67,181
Ahmedabad,28-06-2015,11.32,19.78,,8.46,13.51,6.67,1.48,7.01,0.39,181
Ahmedabad,28-06-2015,12.64,21.45,,8.8,13.52,5.83,0.92,5.1,0.08,185
Ahmedabad,29-06-2015,10.86,18.25,,7.39,14.5,5.33,1.15,4.63,0.08,185
Ahmedabad,29-06-2015,11.51,19.23,,7.72,13.58,4,0.85,2.02,0,185
Ahmedabad,29-06-2015,15.01,23.11,,8.1,14.22,1.83,1.17,1.94,0,185
Ahmedabad,29-06-2015,11.28,19.74,,8.46,6.64,1.33,2.3,2.02,0,185
Ahmedabad,29-06-2015,9.19,16.77,,7.58,2.95,1.17,2.65,1.57,0,185
Ahmedabad,29-06-2015,9.25,17.21,,7.97,2.59,0.83,1.82,1.46,0,185
Ahmedabad,29-06-2015,9.26,17.64,,8.37,3.03,1.33,1.77,1.89,0,185
Ahmedabad,29-06-2015,9.88,22.02,,12.14,2.28,0.83,1.55,1.91,0,231
Ahmedabad,29-06-2015,14.05,25.69,,11.64,2.68,1.17,2.82,3.46,0,231
Ahmedabad,29-06-2015,13.7,25.81,,12.11,4.75,1.83,3.06,5.02,0.31,231
Ahmedabad,29-06-2015,10.95,21.17,,10.22,5,2.83,3.3,6.38,0.46,231
Ahmedabad,29-06-2015,10.44,19.58,,9.14,4.55,3.67,2.48,12.6,0.73,231
Ahmedabad,29-06-2015,9.36,17.24,,7.88,6.16,6.67,1.75,22.9,0.62,231
Ahmedabad,29-06-2015,10.25,18.07,,7.83,6.72,9.67,1.64,7.44,0.12,231
Ahmedabad,29-06-2015,11.7,21.85,,10.15,5.17,9,2.09,5.75,0.33,231
Ahmedabad,29-06-2015,11,20.14,,9.14,5.45,10.83,1.24,5.07,0.3,230
Ahmedabad,29-06-2015,9.86,18.24,,8.38,2.71,11.17,1.08,4.43,0.18,230
Ahmedabad,29-06-2015,11.59,19.94,,8.35,2.9,16.17,0.99,4.33,0.2,203
Ahmedabad,29-06-2015,11.88,19.84,,7.96,0.53,16,1.23,4.61,0.19,202
Ahmedabad,29-06-2015,15.05,26.7,,11.64,2.05,12,1.8,8.69,0.79,223
Ahmedabad,29-06-2015,13.98,23.43,,9.44,3.62,9,1.98,9.77,1.02,248
Ahmedabad,29-06-2015,12.86,21.75,,8.89,3.46,7.17,1.93,6.95,0.74,261
Ahmedabad,29-06-2015,11.75,20.9,,9.15,6.57,5.17,2.05,6.48,0.46,269
Ahmedabad,29-06-2015,11.61,23.45,,11.84,4.41,4.83,1.55,5.26,0.3,273
Ahmedabad,30-06-2015,10.08,18.26,,8.18,5.79,6.33,0.67,3.83,0.1,275
Ahmedabad,30-06-2015,11.33,18.46,,7.13,4.91,5.33,0.32,2.16,0,278
Ahmedabad,30-06-2015,13.15,21.29,,8.14,3.86,3,0.86,1.76,0.09,279
Ahmedabad,30-06-2015,13.02,21.58,,8.56,12.95,1.67,2.02,1.78,0.09,276
Ahmedabad,30-06-2015,11.71,19.35,,7.64,18.01,1.83,1.41,1.78,0,273
Ahmedabad,30-06-2015,8.45,15.7,,7.25,17.06,1.5,1.63,1.76,0,273
Ahmedabad,30-06-2015,9.1,17.13,,8.03,16.87,2,1.5,2.88,0,271
Ahmedabad,30-06-2015,9.61,21.12,,11.51,16.76,1.67,2.21,3.67,0,269
Ahmedabad,30-06-2015,9.32,21.45,,12.13,16.72,1.5,2.89,8.29,0.21,268
Ahmedabad,30-06-2015,8.97,18.43,,9.46,7.48,2.83,1.54,4.08,0.3,267
Ahmedabad,30-06-2015,10.78,19.17,,8.39,5.04,3.83,1.55,3.56,0.09,262
Ahmedabad,30-06-2015,14,23.53,,9.54,5.11,4.67,1.36,4.44,0.35,256
Ahmedabad,30-06-2015,12.42,21.42,,9,3.89,7.5,1.38,5.3,0.51,255
Ahmedabad,30-06-2015,14.57,23.22,,8.65,5.68,9.67,1.33,4.36,0.32,254
Ahmedabad,30-06-2015,13.25,21.82,,8.58,5.08,9.17,0.95,3.99,0.12,253
Ahmedabad,30-06-2015,17.28,26.26,,8.98,8.04,10.5,1.02,3.79,0.09,243
Ahmedabad,30-06-2015,27.67,37.26,,8.92,2.7,13.77,0.48,3.98,0,229
Ahmedabad,30-06-2015,13.67,21.83,,7.33,3.17,15.04,0.83,5.5,0,216
Ahmedabad,30-06-2015,15.67,24.17,,8.17,6.17,12.15,0.67,5.67,0,194
Ahmedabad,30-06-2015,20.33,29.83,,8.83,8.67,10.12,1.17,9,0.33,188
Ahmedabad,30-06-2015,19.67,28.67,,8.67,4.33,8.22,2,9,0.83,187
Ahmedabad,30-06-2015,14.17,24.33,,9.5,5.67,6.17,1.5,7.33,0.33,194
Ahmedabad,30-06-2015,14,24.5,,10,5.83,6.81,1.33,6.83,0.17,200
Ahmedabad,30-06-2015,13.83,24.67,,10.33,4.33,6.14,1,5.33,0,205
Ahmedabad,01-07-2015,12.17,20.5,,8.17,8.33,5.07,0.17,3.17,0,205
Ahmedabad,01-07-2015,10.83,20,,8.67,5.67,2.99,0.67,1.67,0,205
Ahmedabad,01-07-2015,11.17,19.67,,8.17,7,1.99,2.33,2.83,0,205
Ahmedabad,01-07-2015,9.33,16.5,,6.5,8.33,2.13,1.83,1.33,0,205
Ahmedabad,01-07-2015,7.83,15.83,,7.33,8,3.27,1.17,1.33,0,205
Ahmedabad,01-07-2015,7.17,14.67,,6.83,7.17,2.46,1,1.5,0,205
Ahmedabad,01-07-2015,9.17,20,,9.83,8,1.96,0.83,1.5,0,205
Ahmedabad,01-07-2015,9.5,24.17,,14.33,8.83,1.43,2.17,2.17,0,262
Ahmedabad,01-07-2015,8.33,20.83,,12,6.17,2.55,2.33,3.33,0,262
Ahmedabad,01-07-2015,8.5,19.83,,11,5.67,3.29,1.5,2.83,0,262
Ahmedabad,01-07-2015,9,18,,8.33,3.83,4.6,1.17,3.5,0,262
Ahmedabad,01-07-2015,10,19,,8.67,5.67,6.51,1,3.83,0,262
Ahmedabad,01-07-2015,10.17,18.67,,8.33,3.83,9.73,1,4.17,0,262
Ahmedabad,01-07-2015,12.17,20.33,,7.83,6.17,9.99,1,4.17,0,262
Ahmedabad,01-07-2015,13.67,22.5,,8.33,5.5,12,0.67,3.67,0,262
Ahmedabad,01-07-2015,10.67,18.83,,7.67,5.83,13.93,1.17,3,0,229
Ahmedabad,01-07-2015,12,21,,8.5,9.17,13.61,0.67,2.67,0,214
Ahmedabad,01-07-2015,18,27.17,,8.5,11,14.26,1,3.67,0.17,183
Ahmedabad,01-07-2015,14,23,,8.33,8,13.48,1,5.5,0.17,183
Ahmedabad,01-07-2015,13.67,23,,8.67,8.33,10.28,1.17,6,0.33,183
Ahmedabad,01-07-2015,12.83,22.67,,9.67,11.83,6.45,1.33,7.5,0.17,196
Ahmedabad,01-07-2015,10.14,19.14,,8.49,6.9,5.74,1.75,10.01,0.66,196
Ahmedabad,01-07-2015,10.49,20.86,,10.37,5.73,3.67,1.97,8.63,0.94,205
Ahmedabad,01-07-2015,10.81,22.57,,11.76,10.54,1.67,1.55,6.6,0.68,225
Ahmedabad,02-07-2015,9.85,22.59,,12.75,5.28,1.17,3.31,6.29,0.73,239
Ahmedabad,02-07-2015,7.38,14.26,,6.88,4.6,5,1.48,4.27,0.29,239
Ahmedabad,02-07-2015,8.47,15.69,,7.21,8.95,3.33,0.82,2.26,0,239
Ahmedabad,02-07-2015,9.71,17.1,,7.39,5.65,2.83,1.07,4.52,0,239
Ahmedabad,02-07-2015,9.68,17.06,,7.38,4.35,1.83,1.43,7.15,0.2,239
Ahmedabad,02-07-2015,8.65,16.22,,7.57,3.69,3,2.31,6.56,0.19,239
Ahmedabad,02-07-2015,11.34,20.41,,9.07,2.59,2.5,2.39,2.53,0,239
Ahmedabad,02-07-2015,11.08,22.6,,11.51,0.6,2.17,2.57,2.92,0,239
Ahmedabad,02-07-2015,11.34,23.69,,12.34,1.58,2,2.16,3.39,0.46,233
