City,Datetime,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Ahmedabad,01-01-2015,40.01,36.37,,1,122.07,,0,0,0,
Ahmedabad,01-01-2015,27.75,19.73,,0.02,85.9,,0,0,0,
Ahmedabad,01-01-2015,19.32,11.08,,0.08,52.83,,0,0,0,
Ahmedabad,01-01-2015,16.45,9.2,,0.3,39.53,153.58,0,0,0,
Ahmedabad,01-01-2015,14.9,7.85,,0.12,32.63,,0,0,0,
Ahmedabad,01-01-2015,15.95,10.82,,0.33,29.87,64.25,0,0,0,
Ahmedabad,01-01-2015,15.94,12.47,,0.45,27.41,191.96,0,0,0,
Ahmedabad,01-01-2015,16.66,16.48,,1.03,20.92,177.21,0,0,0,
Ahmedabad,01-01-2015,16.25,18.02,,1.47,16.45,122.08,0,0,0,
Ahmedabad,01-01-2015,13.78,16.08,,2.05,15.14,,0,0,0,
Ahmedabad,01-01-2015,13.87,16.73,,2.27,14.12,99.17,0,0,0,
Ahmedabad,01-01-2015,12.87,14.63,,1.73,13.26,91.67,0,0,0,
Ahmedabad,01-01-2015,14.15,15.55,,1.72,17.2,95.92,0,0,0,
Ahmedabad,01-01-2015,15.74,17.62,,1.85,18.78,,0,0,0,
Ahmedabad,01-01-2015,15.94,16.18,,0.95,19.16,,0,0,0,
Ahmedabad,01-01-2015,17.28,18.32,,0.87,17.83,,0,0,0,
Ahmedabad,01-01-2015,19.04,20,,0.8,16.14,187.62,0,0,0,
Ahmedabad,01-01-2015,21.24,22.7,,0.47,11.93,,0,0,0,
Ahmedabad,01-01-2015,25.63,27.42,,0.53,14.99,,0,0.33,0,
Ahmedabad,01-01-2015,16.22,16,,0.47,13.66,187.42,0,0.23,0,
Ahmedabad,01-01-2015,16.5,17.52,,0.83,13.28,96.08,0,0,0,
Ahmedabad,01-01-2015,17.97,18.18,,0.85,12.23,,0,0,0,
Ahmedabad,01-01-2015,15.52,15.4,,1.08,10.5,,0,0,0,
Ahmedabad,02-01-2015,14.84,13.53,,0.6,9.12,,0,0,0,
Ahmedabad,02-01-2015,11.91,8.87,,0.18,12.95,,0,0,0,
Ahmedabad,02-01-2015,12.54,12.23,,0.35,11.65,23.75,0,0,0,
Ahmedabad,02-01-2015,12.56,11.55,,0.18,9.02,,0,0,0,
Ahmedabad,02-01-2015,10.15,8.52,,0.17,8.84,,0,0,0,
Ahmedabad,02-01-2015,9.31,8.17,,0.18,9.33,,0,0,0,
Ahmedabad,02-01-2015,12.18,12.87,,0.87,7.03,,0,0,0,
Ahmedabad,02-01-2015,13.15,14.4,,0.9,7.42,,0,0.63,0,
Ahmedabad,02-01-2015,13.69,14.82,,1.23,7.7,,0,0,0,
Ahmedabad,02-01-2015,14.06,15.35,,1.32,13.35,,0,0,0,
Ahmedabad,02-01-2015,14.15,16.28,,1.65,19.15,,0,0,0,
Ahmedabad,02-01-2015,12.28,14.23,,1.58,27.8,,0,0,0,
Ahmedabad,02-01-2015,12.26,13.22,,1.35,23.92,,0,0.08,0,
Ahmedabad,02-01-2015,12.12,12.17,,1,22.2,,0,0.1,0,
Ahmedabad,02-01-2015,12.78,13.35,,1.17,14.74,,0,0,0,
Ahmedabad,02-01-2015,12.69,12.48,,0.58,14.94,47.62,0,0,0,
Ahmedabad,02-01-2015,11.29,11.28,,0.67,18.26,41.25,0,0,0,
Ahmedabad,02-01-2015,18,19.9,,1.5,20.52,,0,0,0,
Ahmedabad,02-01-2015,19.72,21.33,,0.7,118.9,,0,0,0,
Ahmedabad,02-01-2015,31.08,36.07,,2.12,5.05,54.5,0,0,0,
Ahmedabad,02-01-2015,15,,,,19,,,,,
Ahmedabad,02-01-2015,33.96,39.53,,3.26,30.94,5.38,73.49,80.39,73.36,
Ahmedabad,02-01-2015,24.29,26.3,,0.43,57,9.88,6.82,31.88,9.03,
Ahmedabad,02-01-2015,22.6,22.18,,0.27,100.44,56.04,4.35,13.5,4.35,
Ahmedabad,03-01-2015,18.38,15.88,,,47.45,56.17,3.73,5.93,0.63,
Ahmedabad,03-01-2015,15.47,10.37,,,28.78,18.79,2.45,3.58,0,
Ahmedabad,03-01-2015,10.48,9.1,,,24.32,18.83,2.43,2.87,0,
Ahmedabad,03-01-2015,15.01,9.65,,,29.06,16.79,2.33,2.98,0,
Ahmedabad,03-01-2015,12.7,8.5,,,30.32,17.5,1.22,1.92,0,
Ahmedabad,03-01-2015,11.67,8.57,,,29.23,17.71,1.95,1.65,0,
Ahmedabad,03-01-2015,11.33,9.73,,0.02,17.28,16.17,2.48,1.88,0,
Ahmedabad,03-01-2015,14.03,15.25,,1.18,19.36,11.04,3.88,2.82,0,
Ahmedabad,03-01-2015,16.28,20.33,,3.48,17.25,8.42,6.7,4.98,0,
Ahmedabad,03-01-2015,15.15,18.88,,3.47,25.97,10.46,7.77,7.32,0,
Ahmedabad,03-01-2015,17.47,23.13,,4.77,57.34,14.58,6.65,9.02,1.02,
Ahmedabad,03-01-2015,13.55,15.32,,1.43,50.65,22.12,5.05,9.72,0.82,
Ahmedabad,03-01-2015,12.45,12.68,,0.63,25.07,33.75,3.52,7.32,1.58,
Ahmedabad,03-01-2015,13.32,12.03,,0.03,22.41,42.21,3.27,8.47,1.18,
Ahmedabad,03-01-2015,10.82,8.63,,,27.6,59,2.92,8,0.35,
Ahmedabad,03-01-2015,10.91,8.83,,,24.82,69.71,2.23,4.75,0,
Ahmedabad,03-01-2015,14.29,12.98,,0.1,27.98,71.46,2.83,8.52,1.27,
Ahmedabad,03-01-2015,13.15,12,,0.03,26.63,69.88,3,9.85,1.45,
Ahmedabad,03-01-2015,15.7,15.23,,,20.72,63.83,2.25,6.3,0.4,
Ahmedabad,03-01-2015,31.88,34.35,,0.08,23.7,31.38,3.92,11.33,0.88,
Ahmedabad,03-01-2015,39.19,48.77,,5.5,20.53,17.67,7.9,21.42,3.22,
Ahmedabad,03-01-2015,40.96,87.72,,42.32,35.32,16.88,17.18,38.27,5.83,
Ahmedabad,03-01-2015,48.06,173.43,,120.98,37.95,17.38,35.27,109.38,17.3,
Ahmedabad,03-01-2015,41.03,121.37,,77.03,27.84,14.96,32.18,105.43,18.02,
Ahmedabad,04-01-2015,35.33,59.5,,22.08,15.15,12.29,17.53,69.85,11.42,
Ahmedabad,04-01-2015,27.63,22.85,,0.52,21.43,14.62,8.53,28.28,4.3,
Ahmedabad,04-01-2015,20.11,12.05,,,21.62,26,3.22,6.22,0.28,
Ahmedabad,04-01-2015,18.16,9.5,,,21.86,26.46,2.6,3.45,0,
Ahmedabad,04-01-2015,17.96,8.83,,,19.83,25.29,2.65,2.68,0,
Ahmedabad,04-01-2015,20.13,13.65,,,19,14.5,2.5,2.17,0,
Ahmedabad,04-01-2015,19.07,15.05,,0.52,13.73,12.62,2.52,2.52,0,
Ahmedabad,04-01-2015,17.08,15.6,,0.57,13.42,12.92,2.42,1.97,0,
Ahmedabad,04-01-2015,16.52,17.58,,1.42,12.83,14.38,4.68,2.87,0,
Ahmedabad,04-01-2015,15.69,17.22,,1.62,13.68,18.58,7.15,4.22,0,
Ahmedabad,04-01-2015,13.44,14.2,,0.93,14.28,26.54,5.98,4.6,0,
Ahmedabad,04-01-2015,13.12,12.63,,0.4,14.25,34.46,4.58,5.57,0,
Ahmedabad,04-01-2015,12.13,10.98,,0.05,13.86,47.17,4.05,6.18,0,
Ahmedabad,04-01-2015,9.31,7.63,,,17.12,56.71,2.88,5.38,0.4,
Ahmedabad,04-01-2015,9.52,7.85,,0.07,16.28,66.04,2,4.13,0,
Ahmedabad,04-01-2015,9.91,8.3,,0.07,13.72,68.75,1.68,4.15,0.43,
Ahmedabad,04-01-2015,9.43,8.17,,0.03,13.98,76.88,1.37,3.72,0,
Ahmedabad,04-01-2015,10.3,9.62,,0.07,14.33,74.96,1.45,3.68,0,
Ahmedabad,04-01-2015,15.2,15.47,,0.02,10.69,67.88,1.83,4.85,0,
Ahmedabad,04-01-2015,29.17,32.38,,0.15,12.4,36.96,3.58,9.93,0.83,
Ahmedabad,04-01-2015,34.85,39.72,,1.78,18.57,24.42,7.53,21.72,3.62,
Ahmedabad,04-01-2015,24.82,25.97,,0.03,40.03,36.67,7.23,20.58,0.98,
Ahmedabad,04-01-2015,25.8,28.18,,0.2,38.1,30.25,4.73,14.07,1.38,
Ahmedabad,04-01-2015,18.75,18.45,,,36.11,40.5,3.6,10.47,0.3,
Ahmedabad,05-01-2015,15.45,13.62,,,24.83,42.38,3.18,7.02,0,
Ahmedabad,05-01-2015,17.19,12.48,,,67.63,37.29,2.73,7.2,0.83,
Ahmedabad,05-01-2015,14.36,8.52,,,32.67,38.21,0.62,3.37,0,
Ahmedabad,05-01-2015,15.55,11.87,,,68.8,30.25,1.7,4.02,1.23,
Ahmedabad,05-01-2015,13.49,9.27,,,53.58,32.75,1.62,2.13,0.18,
Ahmedabad,05-01-2015,12.66,10.27,,,31.66,32.88,1.35,0.87,0,
Ahmedabad,05-01-2015,14.56,14.22,,0.25,22.31,23.92,1.15,1.58,0,
Ahmedabad,05-01-2015,13.88,13.78,,0.27,23.27,26.17,2.75,1.82,0,
Ahmedabad,05-01-2015,17.04,19.8,,1.87,25.05,19.62,4.13,2.98,0,
Ahmedabad,05-01-2015,17.47,20.3,,2.88,79.21,19.25,6.4,6,0.33,
Ahmedabad,05-01-2015,13.9,15.25,,1.32,81.81,31.83,4.68,5.82,0,
Ahmedabad,05-01-2015,16.07,17.98,,1.77,63.48,41.12,3.67,9.22,0.7,
Ahmedabad,05-01-2015,14.67,14.8,,0.73,60.01,52.96,3.22,12.3,1.63,
Ahmedabad,05-01-2015,12.03,11.62,,0.6,24.32,60.67,2.08,8.17,0.42,
Ahmedabad,05-01-2015,12.31,11.23,,0.55,29.45,65.79,1.47,5.75,0,
Ahmedabad,05-01-2015,13.55,11.95,,0.12,43.47,71.29,1.55,5.9,0,
Ahmedabad,05-01-2015,14.53,14.13,,0.62,39.56,74.29,1.37,5.97,0.37,
Ahmedabad,05-01-2015,14.37,13.62,,0.23,38.01,70.5,1.43,6.92,0.52,
Ahmedabad,05-01-2015,20.34,21.4,,0.4,22.63,59.92,2.38,6.65,0,
Ahmedabad,05-01-2015,35.9,41.35,,1.75,17.92,28.79,5.73,15.48,1.88,
Ahmedabad,05-01-2015,45.09,109.08,,58.93,20.7,18.54,14.2,43.3,7.02,
Ahmedabad,05-01-2015,51.87,181.42,,124.3,24.53,21.29,34.47,103.38,17.52,
Ahmedabad,05-01-2015,49.02,156.78,,103.22,24.95,25.46,36.87,104.58,18.6,
Ahmedabad,05-01-2015,48.77,151.43,,98,24.17,18.25,29.52,82.97,15.37,
Ahmedabad,06-01-2015,44.94,128.22,,80.65,19.6,14.67,24.87,66.18,12,
Ahmedabad,06-01-2015,40.82,82.88,,43.45,25.34,9.04,21.78,51.68,9.22,
Ahmedabad,06-01-2015,41.62,75.08,,36.45,33.4,7.38,11.75,30.15,8.2,
Ahmedabad,06-01-2015,41.47,64.35,,27.33,24.3,7.42,10.13,25.23,8,
Ahmedabad,06-01-2015,36.12,34.58,,3.05,19.97,27.38,5.7,12.55,1.33,
Ahmedabad,06-01-2015,34.6,29.15,,0.33,18.77,33.92,3.12,4.92,0.4,
Ahmedabad,06-01-2015,32,28.55,,1.37,17.13,23.42,3.7,4.78,0,
Ahmedabad,06-01-2015,27.72,24.07,,0.28,17.61,22.71,5.02,5.5,0.63,
Ahmedabad,06-01-2015,34.34,38.68,,6.42,18.85,19.5,12.42,9.68,0,
Ahmedabad,06-01-2015,36.68,44.1,,8.07,46.45,2.21,13.2,9.88,0.67,
Ahmedabad,06-01-2015,27.31,26.35,,1.43,171.4,42.29,8.15,15.43,2.22,
Ahmedabad,06-01-2015,19.9,16.78,,0.13,55.21,93.71,6.07,11.43,1.62,
Ahmedabad,06-01-2015,26.8,27.12,,3.07,41.07,45.25,4.23,12.4,2.02,
Ahmedabad,06-01-2015,14.4,12.37,,0.07,17.22,76.58,0,0,0,
Ahmedabad,06-01-2015,19.99,16.92,,0.08,38.59,86.5,0,0,0,
Ahmedabad,06-01-2015,18.54,13.77,,,68.08,102.83,0,0,0,
Ahmedabad,06-01-2015,16.79,13.95,,0.03,72.64,117.5,0,0,0,
Ahmedabad,06-01-2015,16.26,15.1,,0.02,48.97,141.33,0,0,0,
Ahmedabad,06-01-2015,25.32,25.27,,0.1,41.56,108.62,0,0,0,
Ahmedabad,06-01-2015,72.02,105.13,,24.78,67.43,27.25,0,0,0,
Ahmedabad,06-01-2015,82.75,280.07,,188.7,66.06,22.92,0,0,0,
Ahmedabad,06-01-2015,78.25,226.98,,140.65,65.15,24.71,0,0,0,
Ahmedabad,06-01-2015,69.35,250.95,,175.03,54.27,26.92,0,0,0,
Ahmedabad,06-01-2015,65.51,375.48,,302.98,49.06,32.25,0,0,0,
Ahmedabad,07-01-2015,67.2,368.77,,295.9,44.46,24.88,0,0,0,
Ahmedabad,07-01-2015,83.92,412,,330.95,29.77,14.21,0,0,0,
Ahmedabad,07-01-2015,77.79,366.3,,293.67,27.28,11.71,0,0,0,
Ahmedabad,07-01-2015,62.72,330.55,,274.22,24.52,12.08,0,0,0,
Ahmedabad,07-01-2015,51.24,284.88,,240.92,22.78,15.25,0,0,0,
Ahmedabad,07-01-2015,40.66,248.65,,215.33,21.27,12.29,0,0,0,
Ahmedabad,07-01-2015,38.87,173.02,,141.92,15.32,11.75,0,0,0,
Ahmedabad,07-01-2015,47.25,119.05,,79.13,9.16,9.92,0,0,0,
Ahmedabad,07-01-2015,50.23,103.03,,58.48,10.17,12.21,0,0,0,
Ahmedabad,07-01-2015,49.73,83.5,,38.02,13.86,8.58,0,0,0,
Ahmedabad,07-01-2015,39.17,33.87,,,26.9,10.04,0,0,0,
Ahmedabad,07-01-2015,30.88,24.92,,,30.47,29.79,0,0,0,
Ahmedabad,07-01-2015,30.15,24.23,,,30.35,66.04,0,0,0,
Ahmedabad,07-01-2015,28.33,23.03,,,29.95,97.29,0,0,0,
Ahmedabad,07-01-2015,18.36,12.68,,0.22,28.64,84.33,0,0,0,
Ahmedabad,07-01-2015,16.2,10.27,,0.13,40.55,74.54,0,0,0,
Ahmedabad,07-01-2015,19.24,16.8,,1.32,34.8,66.54,0,0,0,
Ahmedabad,07-01-2015,15.43,11.82,,0.03,31.89,71.92,0,0,0,
Ahmedabad,07-01-2015,21.12,19.3,,0.37,38.14,61.62,0,0,0,
Ahmedabad,07-01-2015,33.75,34.25,,0.25,60.32,37,0,0,0,
Ahmedabad,07-01-2015,40.85,66.73,,22.37,60.12,17.92,0,0,0,
Ahmedabad,07-01-2015,37.57,80.62,,39.8,64.65,17.83,0,0,0,
Ahmedabad,07-01-2015,37,121.82,,82.25,42.61,17.21,0,0,0,
Ahmedabad,07-01-2015,37.33,168.43,,127.88,36.66,18.42,0,0,0,
Ahmedabad,08-01-2015,39.44,204.45,,162.47,33.08,15.29,0,0,0,
Ahmedabad,08-01-2015,39.7,210.78,,171.95,33.88,11.67,0,0,0,
Ahmedabad,08-01-2015,35.43,135.6,,103.08,18.23,9.29,0,0,0,
Ahmedabad,08-01-2015,33,104.68,,74.2,25.63,8.58,0,0,0,
Ahmedabad,08-01-2015,32.86,44.87,,14.52,17.75,5.62,0,0,0,
Ahmedabad,08-01-2015,32.35,58.88,,29.23,15.52,6.92,0,0,0,
Ahmedabad,08-01-2015,34.09,55.37,,23.67,15.55,5.83,0,0,0,
Ahmedabad,08-01-2015,32.32,56.67,,26.93,14.45,6.17,0,0,0,
Ahmedabad,08-01-2015,29.95,59.6,,31.27,10.02,7.83,0,0,0,
Ahmedabad,08-01-2015,42.63,62.42,,18.7,15.84,8.46,0,0,0,
Ahmedabad,08-01-2015,41.18,44.02,,3.8,64.98,9.58,0,0,0,
Ahmedabad,08-01-2015,24.99,20.33,,,49.52,33.83,0,0,0,
Ahmedabad,08-01-2015,24.12,20.85,,,38.44,49.42,0,0,0,
Ahmedabad,08-01-2015,27.53,23.98,,,71.95,67.46,0,0,0,
Ahmedabad,08-01-2015,18.22,13.57,,,51.85,87.46,0,0,0,
Ahmedabad,08-01-2015,16.88,10.93,,,47.24,85.08,0,0,0,
Ahmedabad,08-01-2015,17.72,11.85,,,57.12,96,0,0,0,
Ahmedabad,08-01-2015,20.12,19.52,,1.47,48.73,82.17,0,0,0,
Ahmedabad,08-01-2015,29.7,31.45,,0.58,49.03,61.42,0,0,0,
Ahmedabad,08-01-2015,57.29,99.32,,38.17,73.04,18.5,0,0,0,
Ahmedabad,08-01-2015,69.23,217.82,,142.03,38.51,22.58,0,0,0,
Ahmedabad,08-01-2015,59.91,223.72,,157.28,46.2,22.12,0,0,0,
Ahmedabad,08-01-2015,63.79,287.52,,216.6,48.01,23.88,0,0,0,
Ahmedabad,08-01-2015,59.33,303.87,,239.68,40.4,20.12,0,0,0,
Ahmedabad,09-01-2015,58.78,269.27,,207.68,38.53,15.75,0,0,0,
Ahmedabad,09-01-2015,51.19,154.42,,107.35,54.99,8.29,0,0,0,
Ahmedabad,09-01-2015,48.53,56.58,,15.13,43.64,6.92,0,0,0,
Ahmedabad,09-01-2015,42.26,32.7,,,51.06,7,0,0,0,
Ahmedabad,09-01-2015,38.08,27.15,,,95.96,8.08,0,0,0,
Ahmedabad,09-01-2015,37.75,37.75,,6.77,58.71,7.38,0,0,0,
Ahmedabad,09-01-2015,37.06,35.27,,3.9,37.9,6.5,0,0,0,
Ahmedabad,09-01-2015,34.95,35.42,,4,36.22,7.33,0,0,0,
Ahmedabad,09-01-2015,32.88,33.27,,2.98,66.97,9.12,0,0,0,
Ahmedabad,09-01-2015,30.59,29.87,,1.53,162.17,13.83,0,0,0,
Ahmedabad,09-01-2015,26.11,25.23,,0.8,178.95,25,0,0,0,
Ahmedabad,09-01-2015,24.19,21.24,,0.03,110.77,42.5,0,0,0,
Ahmedabad,09-01-2015,27.92,16.15,,,50.45,28.75,0,0,0,
Ahmedabad,09-01-2015,39,,,,42,7,,,,
Ahmedabad,09-01-2015,38,,,,94,10,,,,
Ahmedabad,09-01-2015,10.77,7.3,,0.03,35.6,83.62,0,0,0,
Ahmedabad,09-01-2015,12.35,11.68,,0.03,30.99,93.08,0,0,0,
Ahmedabad,09-01-2015,13.7,11.95,,0.17,37.93,95.38,0,0,0,
Ahmedabad,09-01-2015,20.32,20.45,,0.1,27.55,76.83,0,0,0,
Ahmedabad,09-01-2015,51.67,66.92,,15.27,56.78,19,0,0,0,
Ahmedabad,09-01-2015,62.65,163.43,,100.82,84.22,11,0,0,0,
Ahmedabad,09-01-2015,1.38,0,,,3.62,11.38,0,0,0,
Ahmedabad,09-01-2015,1.88,0,,,5,11.62,0,0,0,
Ahmedabad,09-01-2015,1.88,0,,,4.25,12.75,0,0,0,
Ahmedabad,10-01-2015,3.25,0,,,3.38,9.88,0,0,0,
Ahmedabad,10-01-2015,8.12,0,,,8.88,2.38,0,0,0,
Ahmedabad,10-01-2015,9.75,0,,,12.62,1.38,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,10-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,,0,,,,,0,0,0,
Ahmedabad,11-01-2015,51.97,161.77,,100.52,22.3,6.42,0,0,0,
Ahmedabad,11-01-2015,57.9,198.42,,132.57,26.95,7.21,0,0,0,
Ahmedabad,11-01-2015,57.54,228.48,,163.12,25.85,6.75,0,0,0,
Ahmedabad,12-01-2015,52.55,186.07,,126.17,26.28,5.38,0,0,0,
Ahmedabad,12-01-2015,45.5,104.23,,52.25,27.1,5.46,0,0,0,
Ahmedabad,12-01-2015,43.53,103.7,,53.78,26.86,4.5,0,0,0,
Ahmedabad,12-01-2015,43.08,38.22,,2.07,28.09,6.12,0,0,0,
Ahmedabad,12-01-2015,43.22,43.05,,5.72,81.04,6.08,0,0,0,
Ahmedabad,12-01-2015,41.01,56.88,,21.98,57.86,6.38,0,0,0,
Ahmedabad,12-01-2015,37.14,45.8,,13.93,34.66,4.83,0,0,0,
Ahmedabad,12-01-2015,37.15,61.68,,28.55,29.04,6.33,0,0,0,
Ahmedabad,12-01-2015,39.17,67.73,,31.62,25.88,17.54,0,0,0,
Ahmedabad,12-01-2015,47.35,68.07,,20.42,27.89,51.75,0,0,0,
Ahmedabad,12-01-2015,41.85,41.13,,0.42,197.79,70.04,0,0,0,
Ahmedabad,12-01-2015,28.43,24.25,,,78.25,48.79,0,0,0,
Ahmedabad,12-01-2015,21.64,17.92,,0.05,37.16,54.92,0,0,3.98,
Ahmedabad,12-01-2015,16.41,12.08,,0.13,29.04,93.29,0,0,4.58,
Ahmedabad,12-01-2015,20.26,16.47,,0.17,33.84,108.54,0.13,0,2.98,
Ahmedabad,12-01-2015,24.41,19.25,,0.42,33.43,123.71,0.13,0,2.75,
Ahmedabad,12-01-2015,19.13,14.68,,0.18,79.41,131.54,0,0,2.43,
Ahmedabad,12-01-2015,22.9,21.4,,0.33,109.5,100.42,0,0,3.42,
Ahmedabad,12-01-2015,28.05,28.87,,1.32,73.54,100.12,0,0,5.17,
Ahmedabad,12-01-2015,45.47,76.92,,24.6,43.77,47.88,2.37,0,4.15,
Ahmedabad,12-01-2015,69.03,210.85,,135.03,40.74,25.33,10.87,0,17.53,
Ahmedabad,12-01-2015,70.82,266.7,,188.8,27.72,29.54,13.1,0.4,33.08,
Ahmedabad,12-01-2015,69,306.72,,230.62,46.7,29.79,10.97,0.28,53.42,
Ahmedabad,12-01-2015,68.89,333.15,,258.42,48.6,23,20.25,0.13,55.52,
Ahmedabad,13-01-2015,54.4,316.93,,260.63,41.45,23.25,21.83,0,49.37,
Ahmedabad,13-01-2015,57.29,248.02,,191.48,34.16,13.42,18.43,0,48.3,
Ahmedabad,13-01-2015,60.68,189.87,,134.12,33.84,7.58,22.62,22.2,33.28,
Ahmedabad,13-01-2015,55.1,92.57,,43.48,22.12,7.04,29.28,59.98,15.88,
Ahmedabad,13-01-2015,49.69,91.27,,48.37,31.89,6.88,20.1,34.35,8.72,
Ahmedabad,13-01-2015,46.46,58.08,,18.33,32.07,6.12,20.37,59.58,11.88,
Ahmedabad,13-01-2015,40.95,38.37,,2.3,45.4,6.58,10.97,53.2,8.12,
Ahmedabad,13-01-2015,41.08,53.28,,16.5,78.25,6.42,8.78,28.8,3.92,
Ahmedabad,13-01-2015,41.54,59.97,,22.2,84.11,7.79,3.48,4.32,1.92,
Ahmedabad,13-01-2015,53.48,90.63,,37.35,49.1,9.29,9.05,8.72,5.63,
Ahmedabad,13-01-2015,47.21,47.52,,3.67,65.37,15.42,2.65,0,4.22,
Ahmedabad,13-01-2015,37.14,33.6,,0.1,101.27,42.83,0.28,0,4.42,
Ahmedabad,13-01-2015,30.23,26.53,,0.1,83.22,62.71,0.45,0,3.55,
Ahmedabad,13-01-2015,29.79,26.82,,0.32,112.83,63.79,0.33,0,2.52,
Ahmedabad,13-01-2015,17.04,12.03,,,73.17,84.12,0,0,2.1,
Ahmedabad,13-01-2015,20.8,13.77,,,43.48,95.71,0.93,2.83,0.85,
Ahmedabad,13-01-2015,20.12,14.72,,0.07,60.11,114.08,0.43,0,2.33,
Ahmedabad,13-01-2015,30.91,29.57,,0.98,68.95,81.17,0.83,0,2.98,
Ahmedabad,13-01-2015,35.68,39.47,,2.75,55.81,67.46,1.33,0,4.7,
Ahmedabad,13-01-2015,52.97,58.08,,2.23,96.17,34.71,2.43,0,6.58,
Ahmedabad,13-01-2015,61.52,80.67,,12.77,119.43,20.88,4.2,0,13.38,
Ahmedabad,13-01-2015,60.66,122.77,,56.58,102.12,21.88,9.6,0,18.68,
Ahmedabad,13-01-2015,54.8,143,,82.88,134.54,24.79,7.02,0,19.02,
Ahmedabad,13-01-2015,61.31,202.72,,136.87,,19.88,31.35,46.47,27.62,
Ahmedabad,14-01-2015,66.05,115.18,,46.55,,15.58,7.13,0,16.73,
Ahmedabad,14-01-2015,63.48,119.68,,58.1,190.77,12.42,13.08,17.4,16.35,
Ahmedabad,14-01-2015,54.96,117.7,,67.3,156.31,7.21,13.35,17.4,17.4,
Ahmedabad,14-01-2015,50.82,75.55,,29.43,143,7.58,2.7,0,20.2,
Ahmedabad,14-01-2015,39.49,30.63,,,129.08,9.75,1.83,0,9.87,
Ahmedabad,14-01-2015,28.78,17.33,,,104.95,27.12,0.5,0,4.48,
Ahmedabad,14-01-2015,29.81,18.38,,,74.09,17,2.2,7.1,2.52,
Ahmedabad,14-01-2015,20.16,8.5,,,51.85,11.54,0,0,1.22,
Ahmedabad,14-01-2015,16.47,7.07,,,42.84,8.29,0,0,1.38,
Ahmedabad,14-01-2015,31.79,30.38,,2.03,39.4,7.5,0.52,0,1.75,
Ahmedabad,14-01-2015,28.22,28.25,,2.37,31.99,10.29,0.57,0,2.93,
Ahmedabad,14-01-2015,20.74,21.13,,1.42,30.14,12.67,0.15,0,5.08,
Ahmedabad,14-01-2015,20.8,20.18,,0.98,26.54,12.71,0.2,0,2.5,
Ahmedabad,14-01-2015,10.85,8.82,,,18.52,20.08,0,0,3.05,
Ahmedabad,14-01-2015,15.42,14.2,,,14.87,28.12,0,0,2.27,
Ahmedabad,14-01-2015,14.77,9.83,,,13.97,38.71,0,0,1.85,
Ahmedabad,14-01-2015,10.84,6,,,29.31,51.29,0,0,0.75,
Ahmedabad,14-01-2015,9.29,5.75,,,14.16,49.75,0,0,1.03,
Ahmedabad,14-01-2015,9.53,5.53,,,13.94,47.79,0.32,0.77,0.42,
